record_id,paper_id,sample_label,data_origin,matrix_class,matrix_name,particle_type,particle_grade,particle_true_density_g_cc,particle_mean_diameter_um,particle_wall_thickness_ratio,particle_volume_fraction,particle_weight_fraction,process_route,cure_or_process_temperature_c,additional_fillers,measured_density_g_cc,theoretical_density_g_cc,matrix_porosity_fraction,particle_breakage_fraction,test_type,strain_rate_per_s,temperature_c,standard,modulus_mpa,strength_mpa,strain_at_failure,energy_absorption_mj_m3,plateau_stress_mpa,densification_strain,specific_modulus_mpa_per_g_cc,specific_strength_mpa_per_g_cc,storage_modulus_mpa,loss_tangent,thermal_conductivity_w_mk,cte_per_k,moisture_uptake_pct,extractor_confidence,flags
W136470296-000,W136470296,Al99.5-SL150 (room temperature compression),primary,aluminum,"Al99.5 technical purity aluminium (99.5 Al, 0.25 Si, 0.4 Fe, 0.05 Cu/Mn/Mg/Zn/V, 0.03 Ti wt%)",ceramic_hollow,"SL150 (Envirospheres Pty Ltd; 30-35 wt% Al2O3, 45-50 wt% SiO2, 15-20 wt% mullite, 0-5 wt% quartz)",,100.0,0.926,0.64,,pressure_infiltration,,,1.43,1.34,-0.063,,compression,,25.0,DIN 50134 (compression test of metallic cellular materials),,,,,,,,,,,,,,0.75,matrix_porosity_fraction_out_of_range
W136470296-001,W136470296,Al99.5-SL300 (room temperature compression),primary,aluminum,Al99.5 technical purity aluminium,ceramic_hollow,"SL300 (Envirospheres Pty Ltd; 30-35 wt% Al2O3, 45-50 wt% SiO2, 15-20 wt% mullite, 0-5 wt% quartz)",,150.0,0.91,0.64,,pressure_infiltration,,,1.52,1.41,-0.072,,compression,,25.0,DIN 50134,,,,,,,,,,,,,,0.75,matrix_porosity_fraction_out_of_range
W136470296-002,W136470296,Al99.5-Globocer (room temperature compression),primary,aluminum,Al99.5 technical purity aluminium,ceramic_hollow,Globocer (Hollomet GmbH),,1450.0,0.92,0.64,,pressure_infiltration,,,1.49,1.53,0.026,,compression,,25.0,DIN 50134,,,,,,,,,,,,,,0.75,
W136470296-003,W136470296,"Al99.5-SL150 (elevated temperature compression, 220 C)",primary,aluminum,Al99.5 technical purity aluminium,ceramic_hollow,SL150 (Envirospheres Pty Ltd),,100.0,0.926,0.64,,pressure_infiltration,,,1.43,1.34,-0.063,,compression,,220.0,DIN 50134,,,,,,,,,,,,,,0.7,matrix_porosity_fraction_out_of_range
W136470296-004,W136470296,"Al99.5-SL300 (elevated temperature compression, 220 C)",primary,aluminum,Al99.5 technical purity aluminium,ceramic_hollow,SL300 (Envirospheres Pty Ltd),,150.0,0.91,0.64,,pressure_infiltration,,,1.52,1.41,-0.072,,compression,,220.0,DIN 50134,,,,,,,,,,,,,,0.7,matrix_porosity_fraction_out_of_range
W1997729311-000,W1997729311,"One-layer syntactic foam coating, hollow glass microspheres with rarefied (de-aerated) air, 60 C",primary,other,,glass_microballoon,"sodium-borosilicate hollow glass microspheres, de-aerated (vacuum-chamber / ultrasound vibrator route)",,,,,,other,,,,,,,other,,60.0,,,,,,,,,,,,0.022,,,0.75,
W1997729311-001,W1997729311,"One-layer syntactic foam coating, hollow glass microspheres with rarefied (de-aerated) air, 100 C",primary,other,,glass_microballoon,"sodium-borosilicate hollow glass microspheres, de-aerated (vacuum-chamber / ultrasound vibrator route)",,,,,,other,,,,,,,other,,100.0,,,,,,,,,,,,0.03,,,0.75,
W1997729311-002,W1997729311,"One-layer syntactic foam coating, gas-filled hollow microspheres, 60 C",primary,other,,glass_microballoon,gas-filled hollow glass microspheres (CO2/SO2/O2 filled),,,,,,other,,,,,,,other,,60.0,,,,,,,,,,,,0.14,,,0.7,
W1997729311-003,W1997729311,"One-layer syntactic foam coating, gas-filled hollow microspheres, 100 C",primary,other,,glass_microballoon,gas-filled hollow glass microspheres (CO2/SO2/O2 filled),,,,,,other,,,,,,,other,,100.0,,,,,,,,,,,,0.18,,,0.7,
W2026142992-000,W2026142992,Neat PP/SEBS A blend,primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.0,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-001,W2026142992,Neat PP/SEBS A blend,primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.0,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-002,W2026142992,Neat PP/SEBS A blend,primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.0,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-003,W2026142992,"PP/SEBS A syntactic foam, 2 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.02,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-004,W2026142992,"PP/SEBS A syntactic foam, 2 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.02,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-005,W2026142992,"PP/SEBS A syntactic foam, 2 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.02,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-006,W2026142992,"PP/SEBS A syntactic foam, 4 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.04,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-007,W2026142992,"PP/SEBS A syntactic foam, 4 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.04,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-008,W2026142992,"PP/SEBS A syntactic foam, 4 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.04,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-009,W2026142992,"PP/SEBS A syntactic foam, 8 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.08,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-010,W2026142992,"PP/SEBS A syntactic foam, 8 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.08,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-011,W2026142992,"PP/SEBS A syntactic foam, 8 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.08,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-012,W2026142992,"PP/SEBS A syntactic foam, 10 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.1,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-013,W2026142992,"PP/SEBS A syntactic foam, 10 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.1,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-014,W2026142992,"PP/SEBS A syntactic foam, 10 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.1,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-015,W2026142992,"PP/SEBS A syntactic foam, 20 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.2,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-016,W2026142992,"PP/SEBS A syntactic foam, 20 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.2,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-017,W2026142992,"PP/SEBS A syntactic foam, 20 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.2,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-018,W2026142992,"PP/SEBS A syntactic foam, 30 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.3,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-019,W2026142992,"PP/SEBS A syntactic foam, 30 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.3,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-020,W2026142992,"PP/SEBS A syntactic foam, 30 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.3,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-021,W2026142992,"PP/SEBS A syntactic foam, 40 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.4,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-022,W2026142992,"PP/SEBS A syntactic foam, 40 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.4,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-023,W2026142992,"PP/SEBS A syntactic foam, 40 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.4,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-024,W2026142992,"PP/SEBS A syntactic foam, 50 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.5,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-025,W2026142992,"PP/SEBS A syntactic foam, 50 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.5,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-026,W2026142992,"PP/SEBS A syntactic foam, 50 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS A (H1221, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.5,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-027,W2026142992,Neat PP/SEBS B blend,primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.0,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-028,W2026142992,Neat PP/SEBS B blend,primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.0,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-029,W2026142992,Neat PP/SEBS B blend,primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.0,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-030,W2026142992,"PP/SEBS B syntactic foam, 2 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.02,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-031,W2026142992,"PP/SEBS B syntactic foam, 2 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.02,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-032,W2026142992,"PP/SEBS B syntactic foam, 2 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.02,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-033,W2026142992,"PP/SEBS B syntactic foam, 4 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.04,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-034,W2026142992,"PP/SEBS B syntactic foam, 4 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.04,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-035,W2026142992,"PP/SEBS B syntactic foam, 4 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.04,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-036,W2026142992,"PP/SEBS B syntactic foam, 8 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.08,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-037,W2026142992,"PP/SEBS B syntactic foam, 8 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.08,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-038,W2026142992,"PP/SEBS B syntactic foam, 8 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.08,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-039,W2026142992,"PP/SEBS B syntactic foam, 10 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.1,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-040,W2026142992,"PP/SEBS B syntactic foam, 10 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.1,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-041,W2026142992,"PP/SEBS B syntactic foam, 10 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.1,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-042,W2026142992,"PP/SEBS B syntactic foam, 20 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.2,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-043,W2026142992,"PP/SEBS B syntactic foam, 20 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.2,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-044,W2026142992,"PP/SEBS B syntactic foam, 20 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.2,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-045,W2026142992,"PP/SEBS B syntactic foam, 30 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.3,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-046,W2026142992,"PP/SEBS B syntactic foam, 30 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.3,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-047,W2026142992,"PP/SEBS B syntactic foam, 30 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.3,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-048,W2026142992,"PP/SEBS B syntactic foam, 40 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.4,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-049,W2026142992,"PP/SEBS B syntactic foam, 40 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.4,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-050,W2026142992,"PP/SEBS B syntactic foam, 40 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.4,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-051,W2026142992,"PP/SEBS B syntactic foam, 50 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.5,,injection_molding,200.0,,,,,,tension,1.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-052,W2026142992,"PP/SEBS B syntactic foam, 50 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.5,,injection_molding,200.0,,,,,,tension,10.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2026142992-053,W2026142992,"PP/SEBS B syntactic foam, 50 vol% microballoon",primary,pp,"PP (J-3003GV, Prime Polymer) / SEBS B (H1062, Asahi Kasei) 70/30 vol% blend",polymer_hollow,"Expancel 950-120 (Akzo Nobel), PMMA shell",,120.0,,0.5,,injection_molding,200.0,,,,,,tension,100.0,,ASTM D1708,,,,,,,,,,,,,,0.55,
W2052135367-000,W2052135367,"10% GB500, virgin",primary,other_thermoset,"Platinum-cure liquid silicone rubber, Smooth-On Mold Star 30 (30 Shore A, tensile strength 2.90 MPa, modulus 0.66 MPa, service range -53 to 232 C)",glass_microballoon,3M A16/500 glass bubbles (crush test pressure 3.44 MPa / 500 psi),0.16,115.0,,,0.1,mechanical_mixing_cast,25.0,,0.73978,,,,compression,0.00098,25.0,,,,,,,,,,,,,,,0.7,
W2052135367-001,W2052135367,"10% GB500, 500 C heat treated",primary,other_thermoset,"Platinum-cure liquid silicone rubber, Smooth-On Mold Star 30 (30 Shore A, tensile strength 2.90 MPa, modulus 0.66 MPa, service range -53 to 232 C)",glass_microballoon,3M A16/500 glass bubbles (crush test pressure 3.44 MPa / 500 psi),0.16,115.0,,,0.1,mechanical_mixing_cast,500.0,,0.73978,,,,compression,0.00098,25.0,,,,,,,,,,,,,,,0.7,
W2052135367-002,W2052135367,"20% GB500, virgin",primary,other_thermoset,"Platinum-cure liquid silicone rubber, Smooth-On Mold Star 30 (30 Shore A, tensile strength 2.90 MPa, modulus 0.66 MPa, service range -53 to 232 C)",glass_microballoon,3M A16/500 glass bubbles (crush test pressure 3.44 MPa / 500 psi),0.16,115.0,,,0.2,mechanical_mixing_cast,25.0,,0.47225,,,,compression,0.00098,25.0,,,,,,,,,,,,,,,0.7,
W2052135367-003,W2052135367,"20% GB500, 500 C heat treated",primary,other_thermoset,"Platinum-cure liquid silicone rubber, Smooth-On Mold Star 30 (30 Shore A, tensile strength 2.90 MPa, modulus 0.66 MPa, service range -53 to 232 C)",glass_microballoon,3M A16/500 glass bubbles (crush test pressure 3.44 MPa / 500 psi),0.16,115.0,,,0.2,mechanical_mixing_cast,500.0,,0.47225,,,,compression,0.00098,25.0,,,,,,,,,,,,,,,0.7,
W2052135367-004,W2052135367,"30% GB500, virgin",primary,other_thermoset,"Platinum-cure liquid silicone rubber, Smooth-On Mold Star 30 (30 Shore A, tensile strength 2.90 MPa, modulus 0.66 MPa, service range -53 to 232 C)",glass_microballoon,3M A16/500 glass bubbles (crush test pressure 3.44 MPa / 500 psi),0.16,115.0,,,0.3,mechanical_mixing_cast,25.0,,0.36038,,,,compression,0.00098,25.0,,,,,,,,,,,,,,,0.7,
W2052135367-005,W2052135367,"30% GB500, 500 C heat treated",primary,other_thermoset,"Platinum-cure liquid silicone rubber, Smooth-On Mold Star 30 (30 Shore A, tensile strength 2.90 MPa, modulus 0.66 MPa, service range -53 to 232 C)",glass_microballoon,3M A16/500 glass bubbles (crush test pressure 3.44 MPa / 500 psi),0.16,115.0,,,0.3,mechanical_mixing_cast,500.0,,0.36038,,,,compression,0.00098,25.0,,,,,,,,,,,,,,,0.7,
